book_id,goodreads_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,image_url,rating_counts,tags,ratings
7667,452244,440863,21,440212812,9780440212810.0,['Poppy Z. Brite'],1992.0,Lost Souls,eng,3.89,13905,https://images.gr-assets.com/books/1420793346m/452244.jpg,"{'ratings_1': 548, 'ratings_2': 1055, 'ratings_3': 3173, 'ratings_4': 4517, 'ratings_5': 5341}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14821, 'tag_name': 'horror'}, {'tag_id': 31745, 'tag_name': 'vampires'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 31, 'user_name': 'Elizabeth Middleton'}, 'rating': 2}]"
8987,32428,442704,60,425136981,9780425136980.0,"['Leigh Nichols', 'Dean Koontz']",1987.0,Shadow Fires,eng,3.77,9490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 182, 'ratings_2': 789, 'ratings_3': 3662, 'ratings_4': 3917, 'ratings_5': 3113}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 9221, 'tag_name': 'default'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 14821, 'tag_name': 'horror'}, {'tag_id': 9124, 'tag_name': 'dean-koontz'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 3}]"
3804,64948,442705,65,042520992X,9780425209930.0,['Dean Koontz'],1980.0,Whispers,en-US,3.9,26304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 342, 'ratings_2': 1392, 'ratings_3': 7421, 'ratings_4': 9691, 'ratings_5': 8500}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14821, 'tag_name': 'horror'}, {'tag_id': 9124, 'tag_name': 'dean-koontz'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 3}]"
1578,32439,442737,82,553582917,9780553582920.0,['Dean Koontz'],1987.0,Intensity,eng,4.04,58062,https://images.gr-assets.com/books/1308458213m/32439.jpg,"{'ratings_1': 991, 'ratings_2': 2621, 'ratings_3': 12745, 'ratings_4': 21582, 'ratings_5': 23353}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 14821, 'tag_name': 'horror'}, {'tag_id': 9124, 'tag_name': 'dean-koontz'}]","[{'user': {'user_id': 324, 'user_name': 'Lindsey Clark'}, 'rating': 4}]"
1974,19581,445057,77,671685635,9780671685640.0,['Peter Straub'],1979.0,Ghost Story,en-US,3.95,53017,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 1223, 'ratings_2': 3213, 'ratings_3': 12055, 'ratings_4': 19132, 'ratings_5': 19405}","[{'tag_id': 14821, 'tag_name': 'horror'}, {'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 13150, 'tag_name': 'ghosts'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 5}]"
2497,49353,449477,98,075280944X,9780752809440.0,['Michael Connelly'],1995.0,The Last Coyote,eng,4.21,37717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 127, 'ratings_2': 582, 'ratings_3': 6438, 'ratings_4': 19648, 'ratings_5': 17259}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 19892, 'tag_name': 'michael-connelly'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 263, 'user_name': 'Andrew Luna'}, 'rating': 5}]"
3198,49350,449511,112,044661758X,9780446617580.0,['Michael Connelly'],1994.0,The Concrete Blonde,eng,4.12,30286,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 100, 'ratings_2': 578, 'ratings_3': 6491, 'ratings_4': 17061, 'ratings_5': 12234}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 19892, 'tag_name': 'michael-connelly'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 263, 'user_name': 'Andrew Luna'}, 'rating': 5}]"
2579,178357,459137,8,349119759,9780349119760.0,['David Sedaris'],1998.0,SantaLand Diaries,en-US,4.33,38297,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 284, 'ratings_2': 797, 'ratings_3': 4876, 'ratings_4': 12574, 'ratings_5': 19978}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15048, 'tag_name': 'humor'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 19733, 'tag_name': 'memoir'}]","[{'user': {'user_id': 344, 'user_name': 'Ryan Charles'}, 'rating': 5}]"
5923,47720,460092,22,140120113X,9781401201140.0,"['Neil Gaiman', 'Barron Storey', 'Bill Sienkiewicz', 'Glenn Fabry', 'Dave McKean', 'P. Craig Russell', 'Milo Manara', 'Miguelanxo Prado', 'Frank Quitely', 'Todd Klein']",2003.0,The Sandman: Endless Nights,eng,4.34,20416,https://images.gr-assets.com/books/1327948224m/47720.jpg,"{'ratings_1': 44, 'ratings_2': 321, 'ratings_3': 2890, 'ratings_4': 7372, 'ratings_5': 10933}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 13561, 'tag_name': 'graphic-novels'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 7778, 'tag_name': 'comics'}, {'tag_id': 13547, 'tag_name': 'graphic-novel'}]","[{'user': {'user_id': 340, 'user_name': 'Ashlee Moore'}, 'rating': 5}]"
2257,14940,461400,70,451218590,9780451218600.0,['Edward Albee'],1962.0,Who's Afraid of Virginia Woolf?,eng,4.09,45045,https://images.gr-assets.com/books/1327962277m/14940.jpg,"{'ratings_1': 761, 'ratings_2': 2266, 'ratings_3': 8889, 'ratings_4': 16237, 'ratings_5': 19910}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 23743, 'tag_name': 'plays'}, {'tag_id': 9886, 'tag_name': 'drama'}, {'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 77, 'user_name': 'Julia Rocha'}, 'rating': 5}, {'user': {'user_id': 247, 'user_name': 'Greg Johnson'}, 'rating': 4}, {'user': {'user_id': 38, 'user_name': 'Felicia Turner'}, 'rating': 4}]"
3570,4820,461542,35,670037605,9780670037600.0,['Nathaniel Philbrick'],2006.0,"Mayflower: A Story of Courage, Community, and War",eng,3.86,25752,https://images.gr-assets.com/books/1474488130m/4820.jpg,"{'ratings_1': 547, 'ratings_2': 1573, 'ratings_3': 6686, 'ratings_4': 10958, 'ratings_5': 7699}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14552, 'tag_name': 'history'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 21773, 'tag_name': 'nonfiction'}]","[{'user': {'user_id': 256, 'user_name': 'John Thompson'}, 'rating': 5}]"
2132,113934,462428,77,884271781,9780884271790.0,"['Eliyahu M. Goldratt', 'Jeff Cox']",1984.0,The Goal,en-US,4.0,34837,https://images.gr-assets.com/books/1475538019m/113934.jpg,"{'ratings_1': 970, 'ratings_2': 2063, 'ratings_3': 7257, 'ratings_4': 13249, 'ratings_5': 14464}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 17780, 'tag_name': 'leadership'}, {'tag_id': 32766, 'tag_name': 'work'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 21773, 'tag_name': 'nonfiction'}]","[{'user': {'user_id': 444, 'user_name': 'Susan Mathews'}, 'rating': 2}]"
2640,216442,463790,54,553560719,9780553560720.0,['Timothy Zahn'],1992.0,Star Wars: Dark Force Rising,en-US,4.14,37197,https://images.gr-assets.com/books/1451092000m/216442.jpg,"{'ratings_1': 179, 'ratings_2': 1088, 'ratings_3': 7368, 'ratings_4': 15725, 'ratings_5': 15616}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 28541, 'tag_name': 'star-wars'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 135, 'user_name': 'Brian Fernandez'}, 'rating': 4}, {'user': {'user_id': 301, 'user_name': 'Sean Morgan'}, 'rating': 4}]"
9473,53809,464034,68,8408057235,9788408057240.0,['Paulo Coelho'],1994.0,Maktub,spa,3.41,5902,https://images.gr-assets.com/books/1361293164m/53809.jpg,"{'ratings_1': 602, 'ratings_2': 1274, 'ratings_3': 2721, 'ratings_4': 2330, 'ratings_5': 1866}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 23471, 'tag_name': 'philosophy'}, {'tag_id': 30521, 'tag_name': 'to-buy'}, {'tag_id': 27669, 'tag_name': 'short-stories'}, {'tag_id': 22743, 'tag_name': 'owned'}]","[{'user': {'user_id': 70, 'user_name': 'Jay Estrada'}, 'rating': 3}, {'user': {'user_id': 264, 'user_name': 'Candice Shaw'}, 'rating': 4}, {'user': {'user_id': 155, 'user_name': 'Brenda Lawson'}, 'rating': 1}, {'user': {'user_id': 131, 'user_name': 'Mario Powers'}, 'rating': 2}]"
3375,226706,464419,74,671729454,9780671729460.0,['V.C. Andrews'],1981.0,If There Be Thorns,eng,3.75,33086,https://images.gr-assets.com/books/1321684186m/226706.jpg,"{'ratings_1': 710, 'ratings_2': 3117, 'ratings_3': 10676, 'ratings_4': 10715, 'ratings_5': 10227}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 14821, 'tag_name': 'horror'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 33114, 'tag_name': 'young-adult'}]","[{'user': {'user_id': 324, 'user_name': 'Lindsey Clark'}, 'rating': 4}]"
3585,140963,467254,388,679743626,9780679743620.0,['Willa Cather'],1913.0,O Pioneers!,eng,3.84,30973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 931, 'ratings_2': 2265, 'ratings_3': 8561, 'ratings_4': 13588, 'ratings_5': 10144}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 7404, 'tag_name': 'classic'}]","[{'user': {'user_id': 240, 'user_name': 'Melissa Roberts'}, 'rating': 3}, {'user': {'user_id': 242, 'user_name': 'Heather Hall'}, 'rating': 3}]"
2927,479415,467825,111,440222656,9780440222650.0,['Nicholas Evans'],1995.0,The Horse Whisperer,en-US,3.77,38033,https://images.gr-assets.com/books/1320410310m/479415.jpg,"{'ratings_1': 1032, 'ratings_2': 3367, 'ratings_3': 11494, 'ratings_4': 15447, 'ratings_5': 11503}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 26138, 'tag_name': 'romance'}, {'tag_id': 2580, 'tag_name': 'animals'}, {'tag_id': 22743, 'tag_name': 'owned'}]","[{'user': {'user_id': 331, 'user_name': 'Joshua Wilson'}, 'rating': 4}]"
7251,10775,476408,77,684804522,9780684804520.0,['Ernest Hemingway'],1985.0,The Garden of Eden,en-US,3.74,12948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 335, 'ratings_2': 1201, 'ratings_3': 3748, 'ratings_4': 4958, 'ratings_5': 3610}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 14251, 'tag_name': 'hemingway'}]","[{'user': {'user_id': 26, 'user_name': 'Daniel King'}, 'rating': 4}, {'user': {'user_id': 232, 'user_name': 'Thomas Johnson'}, 'rating': 3}, {'user': {'user_id': 324, 'user_name': 'Lindsey Clark'}, 'rating': 4}]"
2887,30259,477836,37,60788380,9780060788380.0,['Kim Harrison'],2007.0,For a Few Demons More ,en-US,4.33,44879,https://images.gr-assets.com/books/1319592584m/30259.jpg,"{'ratings_1': 215, 'ratings_2': 777, 'ratings_3': 6181, 'ratings_4': 16815, 'ratings_5': 24473}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 31617, 'tag_name': 'urban-fantasy'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 22973, 'tag_name': 'paranormal'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 331, 'user_name': 'Joshua Wilson'}, 'rating': 3}]"
197,301082,479517,109,441008534,9780441008540.0,['Charlaine Harris'],2001.0,Dead Until Dark,en-US,3.96,420764,https://images.gr-assets.com/books/1468560853m/301082.jpg,"{'ratings_1': 11330, 'ratings_2': 25781, 'ratings_3': 96290, 'ratings_4': 148326, 'ratings_5': 163097}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 31745, 'tag_name': 'vampires'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 22973, 'tag_name': 'paranormal'}]","[{'user': {'user_id': 331, 'user_name': 'Joshua Wilson'}, 'rating': 3}]"
3896,56073,480368,58,743222253,9780743222260.0,['Hillary Rodham Clinton'],2003.0,Living History,en-US,3.75,23870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 939, 'ratings_2': 1726, 'ratings_3': 6602, 'ratings_4': 8830, 'ratings_5': 6716}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 4605, 'tag_name': 'biography'}, {'tag_id': 23931, 'tag_name': 'politics'}]","[{'user': {'user_id': 207, 'user_name': 'Jeanne Hamilton'}, 'rating': 3}, {'user': {'user_id': 345, 'user_name': 'Brenda Mann'}, 'rating': 4}]"
887,77013,481854,134,067973225X,9780679732260.0,['William Faulkner'],1930.0,As I Lay Dying,eng,3.72,103547,https://images.gr-assets.com/books/1451810782m/77013.jpg,"{'ratings_1': 6178, 'ratings_2': 10613, 'ratings_3': 24587, 'ratings_4': 35971, 'ratings_5': 33356}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 15, 'user_name': 'Matthew Gomez'}, 'rating': 3}, {'user': {'user_id': 136, 'user_name': 'Jasmine Blackburn'}, 'rating': 5}, {'user': {'user_id': 204, 'user_name': 'Brian Williamson'}, 'rating': 4}, {'user': {'user_id': 212, 'user_name': 'Christopher Taylor'}, 'rating': 5}, {'user': {'user_id': 257, 'user_name': 'Jason Baker'}, 'rating': 1}, {'user': {'user_id': 131, 'user_name': 'Mario Powers'}, 'rating': 1}, {'user': {'user_id': 347, 'user_name': 'Gina Lowe'}, 'rating': 4}, {'user': {'user_id': 427, 'user_name': 'Timothy Phillips'}, 'rating': 2}]"
1314,22463,481941,1004,785819118,9780785819110.0,['Charles Darwin'],1859.0,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,eng,3.97,64162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 2513, 'ratings_2': 4297, 'ratings_3': 15150, 'ratings_4': 22868, 'ratings_5': 29228}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26816, 'tag_name': 'science'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 21773, 'tag_name': 'nonfiction'}]","[{'user': {'user_id': 168, 'user_name': 'Kevin Meadows'}, 'rating': 5}, {'user': {'user_id': 207, 'user_name': 'Jeanne Hamilton'}, 'rating': 4}, {'user': {'user_id': 427, 'user_name': 'Timothy Phillips'}, 'rating': 5}]"
1431,7996,486980,86,1862301387,9781862301380.0,['Brian Jacques'],1986.0,Redwall,eng,4.11,73918,https://images.gr-assets.com/books/1327877368m/7996.jpg,"{'ratings_1': 1120, 'ratings_2': 2911, 'ratings_3': 15209, 'ratings_4': 29384, 'ratings_5': 33140}","[{'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 33114, 'tag_name': 'young-adult'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 30574, 'tag_name': 'to-read'}]","[{'user': {'user_id': 135, 'user_name': 'Brian Fernandez'}, 'rating': 4}, {'user': {'user_id': 149, 'user_name': 'Anthony Palmer'}, 'rating': 4}]"
281,32499,490324,145,385339704,9780385339700.0,['John Grisham'],1992.0,The Pelican Brief,eng,3.95,288376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 2362, 'ratings_2': 12423, 'ratings_3': 73587, 'ratings_4': 116438, 'ratings_5': 91358}","[{'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 16518, 'tag_name': 'john-grisham'}, {'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 29076, 'tag_name': 'suspense'}, {'tag_id': 8517, 'tag_name': 'crime'}]","[{'user': {'user_id': 24, 'user_name': 'Christopher Andrews'}, 'rating': 3}, {'user': {'user_id': 137, 'user_name': 'Thomas Chambers'}, 'rating': 2}, {'user': {'user_id': 248, 'user_name': 'Mr. Matthew Lee'}, 'rating': 4}, {'user': {'user_id': 322, 'user_name': 'William Lewis'}, 'rating': 3}, {'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 4}]"
442,830,493634,80,553380958,9780553380960.0,['Neal Stephenson'],1992.0,Snow Crash,eng,4.02,175883,https://images.gr-assets.com/books/1477624625m/830.jpg,"{'ratings_1': 7982, 'ratings_2': 10158, 'ratings_3': 29605, 'ratings_4': 61336, 'ratings_5': 78211}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 22, 'user_name': 'Luis Black'}, 'rating': 4}, {'user': {'user_id': 34, 'user_name': 'Antonio Walton'}, 'rating': 5}, {'user': {'user_id': 228, 'user_name': 'Tammy Conrad'}, 'rating': 5}, {'user': {'user_id': 319, 'user_name': 'Patrick Short'}, 'rating': 5}, {'user': {'user_id': 320, 'user_name': 'Ronald Hernandez'}, 'rating': 4}]"
8445,73906,497654,46,038070613X,9780380706140.0,['Stephen R. Lawhead'],1987.0,Taliesin. Book I of the Pendragon Cycle,eng,3.98,12435,https://images.gr-assets.com/books/1170843303m/73906.jpg,"{'ratings_1': 206, 'ratings_2': 714, 'ratings_3': 2902, 'ratings_4': 5017, 'ratings_5': 4695}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 3140, 'tag_name': 'arthurian'}]","[{'user': {'user_id': 395, 'user_name': 'Sandra Holmes'}, 'rating': 4}]"
1246,45112,503752,84,553565699,9780553565690.0,['Robin Hobb'],1997.0,Assassin's Quest,eng,4.18,67125,https://images.gr-assets.com/books/1399584431m/45112.jpg,"{'ratings_1': 846, 'ratings_2': 3016, 'ratings_3': 12847, 'ratings_4': 29868, 'ratings_5': 36122}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 22743, 'tag_name': 'owned'}, {'tag_id': 26051, 'tag_name': 'robin-hobb'}, {'tag_id': 14361, 'tag_name': 'high-fantasy'}, {'tag_id': 27199, 'tag_name': 'series'}]","[{'user': {'user_id': 22, 'user_name': 'Luis Black'}, 'rating': 4}, {'user': {'user_id': 31, 'user_name': 'Elizabeth Middleton'}, 'rating': 4}, {'user': {'user_id': 320, 'user_name': 'Ronald Hernandez'}, 'rating': 4}, {'user': {'user_id': 372, 'user_name': 'Stephanie Newman'}, 'rating': 4}]"
3501,16249,507242,21,345475690,9780345475700.0,['Lorna Landvik'],2003.0,Angry Housewives Eating Bon Bons,eng,3.78,28453,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 599, 'ratings_2': 2157, 'ratings_3': 8319, 'ratings_4': 11680, 'ratings_5': 7688}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 4949, 'tag_name': 'book-club'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 6750, 'tag_name': 'chick-lit'}]","[{'user': {'user_id': 396, 'user_name': 'Jill Jones'}, 'rating': 3}]"
918,114955,508999,121,786851473,9780786851480.0,['Eoin Colfer'],2002.0,The Arctic Incident,eng,3.94,108031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 1594, 'ratings_2': 5098, 'ratings_3': 27655, 'ratings_4': 44276, 'ratings_5': 36244}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 33114, 'tag_name': 'young-adult'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 447, 'user_name': 'Laura Nelson'}, 'rating': 3}]"
3016,9298,510806,60,60086246,9780060086240.0,['Marian Keyes'],1999.0,Last Chance Saloon,en-US,3.78,32255,https://images.gr-assets.com/books/1407708818m/9298.jpg,"{'ratings_1': 593, 'ratings_2': 2184, 'ratings_3': 10221, 'ratings_4': 12236, 'ratings_5': 8927}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 6750, 'tag_name': 'chick-lit'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 26138, 'tag_name': 'romance'}]","[{'user': {'user_id': 322, 'user_name': 'William Lewis'}, 'rating': 3}]"
6829,7531,514237,17,375760911,9780375760910.0,['Laurie Notaro'],2002.0,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,en-GB,3.89,15198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 519, 'ratings_2': 1146, 'ratings_3': 3450, 'ratings_4': 4910, 'ratings_5': 5562}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 15048, 'tag_name': 'humor'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 19733, 'tag_name': 'memoir'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 151, 'user_name': 'Kristin Jones MD'}, 'rating': 4}]"
1237,37095,517040,98,051722285X,9780517222850.0,['Rosamunde Pilcher'],1987.0,The Shell Seekers,eng,4.13,73573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 1035, 'ratings_2': 3074, 'ratings_3': 14363, 'ratings_4': 25457, 'ratings_5': 33777}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 26138, 'tag_name': 'romance'}]","[{'user': {'user_id': 4, 'user_name': 'Tracy Howard'}, 'rating': 5}]"
3370,68811,517524,171,3522168577,9783522168570.0,['Michael Ende'],1973.0,Momo,ger,4.29,28857,https://images.gr-assets.com/books/1420905611m/68811.jpg,"{'ratings_1': 337, 'ratings_2': 1003, 'ratings_3': 4606, 'ratings_4': 11089, 'ratings_5': 17493}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 6857, 'tag_name': 'children'}, {'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 168, 'user_name': 'Kevin Meadows'}, 'rating': 5}, {'user': {'user_id': 112, 'user_name': 'David Harper'}, 'rating': 4}]"
9469,16312,519419,147,1572703857,9781572703860.0,"['Agatha Christie', 'Hugh Fraser']",1940.0,"One, Two, Buckle My Shoe",eng,3.74,11285,https://images.gr-assets.com/books/1328750172m/16312.jpg,"{'ratings_1': 93, 'ratings_2': 808, 'ratings_3': 5185, 'ratings_4': 5720, 'ratings_5': 3130}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 1800, 'tag_name': 'agatha-christie'}, {'tag_id': 8517, 'tag_name': 'crime'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 46, 'user_name': 'Dylan Shepherd'}, 'rating': 5}, {'user': {'user_id': 68, 'user_name': 'Hannah Hardy'}, 'rating': 2}]"
5265,105548,519772,26,679882804,9780679882800.0,['Dr. Seuss'],1968.0,The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright & Early Board Books),eng,3.99,22268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 400, 'ratings_2': 1422, 'ratings_3': 5816, 'ratings_4': 6002, 'ratings_5': 9627}","[{'tag_id': 6888, 'tag_name': 'children-s'}, {'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 6960, 'tag_name': 'childrens-books'}, {'tag_id': 17129, 'tag_name': 'kids-books'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 324, 'user_name': 'Lindsey Clark'}, 'rating': 4}, {'user': {'user_id': 322, 'user_name': 'William Lewis'}, 'rating': 4}, {'user': {'user_id': 337, 'user_name': 'Sheri Gardner'}, 'rating': 5}]"
